Operateur,x,y,2G,3G,4G
Orange,907782,6837067,1,1,0
Bouygues,907783,6257659,1,1,1
SFR,907792,6257639,1,1,1
Bouygues,907802,6534884,1,1,1
SFR,907802,6534884,1,1,1
Free,907807,6467897,0,1,1
SFR,907809,6467903,1,1,1
Orange,907811,6467892,1,1,1
Bouygues,907812,6467884,1,1,1
Orange,907818,6534890,1,1,1
Orange,907846,6287393,1,1,0
Free,907846,6287446,0,1,0
SFR,907855,6287411,1,1,0
Orange,907919,6496592,1,1,1
Free,907921,6351719,0,1,0
Bouygues,907939,6263356,1,1,1
Free,907939,6263356,0,1,1
Orange,907944,6427385,1,0,0
Orange,908005,6276780,1,1,0
Orange,908033,6842451,1,1,0
SFR,908071,6265275,1,1,1
Orange,908073,6265279,1,1,1
Free,908073,6265281,0,1,1
SFR,908081,6246859,1,1,1
Orange,908103,6813660,1,1,0
Bouygues,908103,6813662,1,1,0
Free,908103,6813662,0,1,0
SFR,908103,6813662,1,1,0
Free,908104,6446622,0,1,1
Free,908115,6247052,0,1,1
Orange,908135,6244698,0,1,0
Orange,908149,6246839,1,1,1
SFR,908157,6309095,1,1,1
Bouygues,908175,6309078,1,1,0
Orange,908176,6309078,1,1,0
Bouygues,908193,6842477,1,1,1
SFR,908193,6842477,1,1,1
SFR,908206,6351716,1,1,0
Orange,908206,6351717,0,1,0
Free,908221,6237907,0,1,1
Bouygues,908222,6247336,1,1,1
SFR,908224,6237898,1,1,1
Bouygues,908225,6483002,1,1,1
SFR,908231,6482991,1,1,1
Free,908241,6309138,0,1,1
Free,908245,6521695,0,1,1
Orange,908246,6237920,1,1,1
Bouygues,908252,6237912,1,1,1
Bouygues,908296,6518616,1,1,1
Orange,908302,6729692,0,1,0
Bouygues,908302,6729694,1,1,0
SFR,908302,6729694,1,1,0
Free,908303,6729695,0,1,0
SFR,908317,6518619,1,1,1
SFR,908359,6688421,1,1,0
SFR,908365,6778267,1,1,1
Bouygues,908372,6778280,1,1,1
Orange,908373,6778278,1,1,1
Orange,908389,6248119,1,1,1
Free,908393,6248130,0,1,0
SFR,908395,6248131,1,1,1
Free,908415,6440210,0,1,1
Orange,908416,6426167,1,1,0
SFR,908462,6440156,1,1,1
Orange,908464,6623989,1,1,1
Bouygues,908467,6440150,1,1,1
Orange,908475,6921565,1,1,1
Bouygues,908477,6935940,1,1,1
SFR,908477,6935940,1,1,1
Free,908483,6921556,0,1,0
Bouygues,908490,6496212,1,1,1
SFR,908490,6496212,1,1,1
Bouygues,908504,6921556,1,1,1
SFR,908513,6921564,1,1,1
Orange,908534,6464355,1,1,1
Bouygues,908537,6554111,1,1,1
SFR,908556,6464365,1,1,1
Free,908556,6464366,0,1,1
SFR,908561,6554111,1,1,1
SFR,908562,6247034,0,1,0
Bouygues,908566,6464352,1,1,1
SFR,908574,6361268,1,1,0
Free,908575,6361268,0,1,0
Orange,908575,6361268,0,1,0
Orange,908630,6521800,1,1,1
Bouygues,908636,6521988,1,1,1
SFR,908636,6521988,1,1,1
SFR,908674,6787594,1,1,0
Free,908675,6787595,0,1,0
Bouygues,908683,6787588,1,1,0
Orange,908684,6787586,1,1,0
Orange,908699,6473911,1,0,0
SFR,908720,6712950,1,1,0
Bouygues,908732,6473895,1,1,1
SFR,908732,6473895,1,1,0
Orange,908742,6712967,0,1,0
Bouygues,908742,6712968,1,1,0
Free,908743,6712968,0,1,0
Orange,908750,6867714,1,0,0
Orange,908764,6246014,1,1,1
Orange,908773,6254521,1,1,0
SFR,908774,6254489,1,1,1
Bouygues,908790,6248400,1,1,1
Bouygues,908790,6254495,1,1,1
SFR,908792,6900211,1,1,0
Free,908795,6254487,0,1,1
SFR,908805,6260762,1,1,1
Bouygues,908813,6242840,1,1,1
SFR,908813,6242840,1,1,1
Free,908813,6242841,0,1,1
Free,908820,6299075,0,1,0
Orange,908820,6299075,1,1,0
SFR,908820,6299075,0,1,0
Orange,908838,6242845,1,1,1
Orange,908841,6260715,1,1,0
Orange,908871,6846349,1,1,1
Orange,908890,6272273,1,1,0
Bouygues,908899,6449862,1,1,1
SFR,908901,6246506,1,1,1
Free,908953,6388255,0,1,0
SFR,908954,6513889,0,1,0
SFR,908955,6388228,1,1,0
Orange,908957,6388230,0,1,0
Orange,908966,6257787,1,1,1
Free,908975,6597129,0,1,1
SFR,908976,6757984,1,1,0
Free,908977,6257861,0,1,1
Free,908977,6757984,0,1,0
Orange,908991,6597124,1,1,1
Bouygues,908991,6597125,1,1,1
SFR,908991,6597125,1,1,1
Orange,908995,6757962,0,1,0
Bouygues,908996,6257886,1,1,1
Orange,909044,6246661,1,1,1
SFR,909050,6593129,1,1,0
Free,909051,6593130,0,1,0
Bouygues,909069,6246638,1,1,1
Orange,909071,6593111,0,1,0
Orange,909072,6463262,1,1,1
Bouygues,909076,6593119,1,1,0
Bouygues,909078,6463263,1,1,1
Orange,909084,6459895,1,1,1
Orange,909088,6933246,1,1,1
Free,909090,6246655,0,1,1
SFR,909094,6246655,1,1,1
Orange,909122,6514065,1,1,0
Orange,909122,6663567,0,1,1
Bouygues,909151,6459132,1,1,1
Bouygues,909152,6625284,1,1,1
SFR,909152,6625284,1,1,1
SFR,909170,6523083,1,1,1
Bouygues,909183,6522949,1,1,1
Free,909220,6360739,0,1,0
Orange,909237,6360807,0,1,0
SFR,909239,6360806,1,1,0
Free,909242,6495689,0,1,1
Orange,909247,6247371,1,1,1
SFR,909263,6461260,1,1,1
Bouygues,909267,6494133,1,1,1
SFR,909267,6494133,1,1,1
SFR,909279,6247383,1,1,1
Orange,909284,6726616,0,1,0
Bouygues,909284,6726618,1,1,0
SFR,909284,6726618,1,1,0
Free,909285,6726618,0,1,0
Orange,909368,6461192,1,1,1
Free,909375,6461073,0,1,1
SFR,909385,6505681,1,1,1
Bouygues,909388,6461186,1,1,1
Bouygues,909389,6803677,1,1,1
Orange,909404,6520357,1,1,0
Free,909406,6899263,0,1,0
Orange,909407,6899260,1,1,1
SFR,909415,6803678,1,1,1
Bouygues,909417,6505654,1,1,1
Bouygues,909418,6234032,1,1,1
Orange,909426,6803665,1,1,1
Bouygues,909434,6587960,1,1,1
SFR,909437,6587937,1,1,1
SFR,909444,6877525,1,1,1
Orange,909448,6877532,1,1,1
Bouygues,909452,6877566,1,1,0
Free,909483,6505626,0,1,1
Orange,909511,6440584,1,0,0
Free,909513,6246187,0,1,1
Orange,909521,6900081,0,1,0
Orange,909525,6246126,1,1,0
Bouygues,909527,6479796,1,1,1
SFR,909527,6479796,1,1,1
Bouygues,909528,6246177,1,1,1
Free,909528,6479796,0,1,1
Orange,909605,6239132,1,1,0
Bouygues,909619,6239147,1,1,0
Free,909619,6456120,0,1,1
Free,909680,6463484,0,1,1
Orange,909694,6794100,1,1,1
SFR,909695,6675337,1,1,1
Orange,909699,6675324,1,1,1
Bouygues,909700,6675329,1,1,1
Free,909753,6499279,0,1,0
Orange,909753,6499288,1,1,1
SFR,909801,6249665,1,1,0
SFR,909812,6463188,1,1,1
Free,909895,6249338,0,1,0
Orange,909899,6897472,1,1,1
SFR,909901,6337027,1,1,0
Free,909901,6337028,0,1,0
Orange,909901,6337028,0,1,0
Bouygues,909901,6337052,1,1,0
Free,909908,6247450,0,1,1
Orange,909921,6249443,1,1,1
SFR,909942,6915169,1,1,1
Orange,909947,6247614,1,1,0
Free,909957,6915127,0,1,1
Bouygues,909986,6915271,1,1,1
SFR,909990,6830529,1,1,0
SFR,909991,6748531,1,1,0
Orange,909992,6748530,0,1,0
Free,909992,6748532,0,1,0
Bouygues,910019,6250326,1,1,1
SFR,910035,6246346,1,1,1
Orange,910043,6462956,0,1,1
Bouygues,910065,6900956,1,1,0
Orange,910070,6900956,1,1,1
Orange,910086,6458180,0,1,1
Bouygues,910086,6931288,1,1,1
SFR,910093,6931295,1,1,1
Free,910097,6931298,0,1,0
Orange,910098,6244172,1,1,0
SFR,910114,6566078,1,1,0
Orange,910126,6566078,1,1,0
Bouygues,910126,6566079,1,1,0
Free,910126,6566079,0,1,0
Free,910131,6458296,0,1,1
SFR,910140,6645253,1,1,0
Bouygues,910157,6327637,1,1,0
Free,910157,6327637,0,1,0
Orange,910157,6327637,0,1,0
SFR,910157,6327637,1,1,0
Orange,910178,6459001,1,1,1
Bouygues,910193,6892764,1,1,0
Orange,910209,6258117,1,1,1
SFR,910210,6258114,1,1,1
SFR,910215,6461648,0,1,0
SFR,910219,6898441,1,1,0
Free,910222,6898436,0,1,1
Bouygues,910223,6898426,1,1,1
Free,910232,6258111,0,1,0
Bouygues,910244,6258100,1,1,0
Orange,910259,6246997,1,1,1
Bouygues,910260,6453103,1,1,1
Bouygues,910299,6491112,1,1,1
SFR,910299,6491112,1,1,1
Bouygues,910324,6645897,1,1,0
Orange,910324,6645897,1,1,0
Free,910325,6645898,0,1,0
Orange,910345,6478399,1,1,1
Orange,910396,6285975,1,1,0
Bouygues,910411,6818791,1,1,1
SFR,910411,6818791,1,1,1
Orange,910418,6818781,1,1,0
SFR,910424,6242408,1,1,1
Bouygues,910424,6247322,1,1,1
Orange,910427,6911864,1,1,0
SFR,910431,6248454,1,1,1
Bouygues,910471,6460141,1,1,1
Free,910481,6460145,0,1,1
SFR,910489,6934398,1,1,1
SFR,910521,6452878,1,1,0
Orange,910526,6453186,1,1,1
Orange,910534,6934400,1,1,0
Bouygues,910535,6934403,1,1,1
Orange,910544,6883894,1,1,1
Bouygues,910571,6241215,1,1,1
Orange,910571,6345140,0,1,0
Bouygues,910574,6276507,1,1,0
Orange,910579,6276502,1,0,0
Orange,910583,6242570,1,1,1
SFR,910586,6276504,1,1,1
SFR,910594,6345144,1,1,0
Free,910594,6345145,0,1,0
Orange,910597,6267443,1,1,1
Free,910602,6237375,0,1,1
SFR,910603,6237402,1,1,1
Bouygues,910611,6237379,1,1,1
SFR,910631,6459725,1,1,1
Orange,910640,6237376,1,1,1
Orange,910681,6459945,1,1,1
SFR,910686,6264305,1,1,1
Orange,910690,6264316,1,1,0
Orange,910710,6449705,1,1,1
SFR,910717,6449715,1,1,1
SFR,910759,6446601,1,1,1
Orange,910761,6446599,0,1,1
SFR,910767,6579582,1,1,0
Orange,910771,6892262,1,1,1
Orange,910784,6903327,0,1,0
Bouygues,910794,6579569,1,1,0
Orange,910795,6579568,1,0,0
Free,910795,6579569,0,1,0
SFR,910800,6892234,1,1,0
Orange,910814,6240935,1,1,0
Bouygues,910818,6461025,1,1,1
Free,910820,6449569,0,1,1
Free,910827,6250826,0,1,1
Orange,910827,6461038,1,1,1
SFR,910833,6246944,1,1,1
Bouygues,910835,6246946,1,1,1
SFR,910843,6240939,1,1,0
SFR,910850,6353861,1,1,0
Free,910850,6353862,0,1,0
Orange,910850,6353862,0,1,0
Bouygues,910867,6242466,1,1,1
Orange,910870,6587378,0,0,0
Orange,910892,6250618,1,1,1
Bouygues,910902,6562439,1,1,0
Orange,910902,6562439,1,1,0
SFR,910903,6250634,1,1,1
Bouygues,910915,6458811,1,1,1
Free,910915,6562425,0,1,0
SFR,910915,6562425,1,1,0
SFR,910947,6443481,1,1,1
SFR,910952,6794384,1,1,1
Bouygues,910979,6443474,1,1,1
Free,910999,6794436,0,1,1
Bouygues,911000,6794437,1,1,1
Free,911032,6256229,0,1,1
SFR,911040,6463819,1,1,1
Orange,911043,6463819,1,1,1
Orange,911044,6463827,0,0,0
Bouygues,911047,6463829,1,1,1
Orange,911050,6256251,1,1,1
Bouygues,911054,6256236,1,1,1
Orange,911069,6237550,1,1,0
Free,911087,6246797,0,1,1
Bouygues,911096,6457878,1,1,1
Bouygues,911104,6247758,0,1,0
Free,911130,6457639,0,1,1
Orange,911133,6457899,1,1,1
Orange,911133,6720875,0,1,0
Bouygues,911133,6720876,1,1,0
SFR,911133,6720876,1,1,0
Free,911133,6720877,0,1,0
Orange,911137,6456418,1,1,1
Bouygues,911138,6456369,1,1,1
SFR,911149,6456312,1,1,1
SFR,911162,6567143,1,0,0
Orange,911163,6567143,1,1,0
SFR,911187,6458351,1,1,1
Orange,911206,6590256,0,1,0
SFR,911206,6590256,1,1,1
SFR,911211,6253530,1,1,1
Free,911211,6318630,0,1,1
Free,911228,6456380,0,1,1
SFR,911231,6611469,1,1,1
Bouygues,911233,6611436,1,1,1
Free,911245,6611445,0,1,1
Orange,911247,6246570,1,1,1
Orange,911251,6611423,1,1,1
Bouygues,911255,6590260,1,1,1
Free,911255,6590260,0,1,0
Orange,911264,6253278,1,1,1
Free,911270,6253271,0,1,0
Bouygues,911275,6318666,1,1,0
SFR,911275,6318666,1,1,0
Orange,911275,6318667,0,1,0
Bouygues,911277,6253295,1,1,0
SFR,911285,6460623,1,1,1
Orange,911290,6903880,1,1,0
SFR,911294,6903879,1,0,0
Bouygues,911296,6532648,1,1,1
SFR,911296,6532648,1,1,1
Free,911297,6532649,0,1,1
Bouygues,911298,6447319,1,1,1
SFR,911299,6261113,1,1,1
SFR,911302,6936277,1,1,1
SFR,911320,6236967,1,1,1
Orange,911382,6237768,0,1,1
SFR,911395,6237749,1,1,1
Orange,911398,6459659,0,0,0
Free,911412,6235001,0,1,1
Bouygues,911427,6936295,1,1,1
SFR,911435,6443358,1,1,1
Bouygues,911437,6443350,1,1,1
Bouygues,911437,6455471,1,1,1
Orange,911442,6455471,1,1,1
Orange,911447,6458987,1,1,1
Orange,911449,6234979,1,1,1
Orange,911457,6443330,1,1,1
Orange,911464,6855954,1,1,1
Free,911464,6855957,0,1,0
Free,911478,6647740,0,1,1
Bouygues,911484,6647741,1,1,1
Orange,911486,6647740,1,1,1
SFR,911490,6647685,1,1,1
SFR,911517,6266536,1,1,1
Free,911522,6266520,0,1,1
Free,911528,6455485,0,1,1
Orange,911529,6452261,1,1,1
SFR,911567,6233702,1,1,1
Bouygues,911581,6266533,1,1,1
Orange,911586,6268548,1,1,1
Bouygues,911588,6331134,1,1,0
SFR,911588,6331134,1,1,0
Free,911589,6331134,0,1,0
Orange,911589,6331134,0,1,0
Orange,911590,6266765,1,1,1
Bouygues,911595,6459804,0,1,1
Orange,911598,6448109,1,1,0
Free,911605,6451675,0,1,1
SFR,911631,6234537,1,1,1
Free,911655,6446126,0,1,1
SFR,911664,6235687,1,1,1
Orange,911672,6846093,1,1,1
SFR,911679,6764202,1,1,0
Orange,911681,6764196,0,1,0
Free,911681,6764198,0,1,0
Bouygues,911697,6567128,1,1,0
Orange,911709,6458372,1,1,1
Orange,911729,6248933,0,1,1
SFR,911737,6248934,1,1,1
Orange,911748,6680357,1,1,1
SFR,911754,6233890,0,1,0
SFR,911788,6879948,1,1,0
Orange,911795,6587326,1,1,1
SFR,911799,6270931,1,1,1
Orange,911810,6796492,1,1,0
Free,911812,6270898,0,1,1
Bouygues,911818,6685343,1,1,1
SFR,911818,6685343,1,1,1
Free,911819,6685344,0,1,0
Bouygues,911821,6270918,1,1,1
SFR,911843,6453690,1,1,1
Orange,911850,6454065,0,0,0
Orange,911871,6846960,1,0,0
Free,911874,6846969,0,1,1
SFR,911886,6246552,1,1,1
Free,911929,6255431,0,1,1
Bouygues,911938,6245686,1,1,1
Orange,911953,6233983,1,1,1
SFR,911957,6910599,1,1,0
Bouygues,911965,6847182,1,1,1
Bouygues,911971,6458431,0,1,1
SFR,911973,6255419,1,1,1
Orange,911975,6255417,1,1,0
SFR,911984,6847211,1,1,1
Free,911989,6454227,0,1,1
Orange,911997,6451707,1,1,0
Orange,911999,6458434,1,1,1
Bouygues,912005,6234304,1,1,1
SFR,912009,6234310,1,1,1
Free,912014,6234308,0,1,1
Orange,912015,6456294,0,1,0
Orange,912030,6406316,1,1,0
Orange,912042,6932513,1,1,1
Free,912054,6450468,0,1,1
SFR,912054,6450475,1,1,1
Orange,912056,6450466,1,1,1
Bouygues,912057,6450468,1,1,1
Bouygues,912060,6237555,1,1,1
SFR,912073,6451715,1,1,1
Free,912086,6237590,0,1,1
SFR,912088,6406329,1,1,0
Orange,912129,6237580,1,1,0
Orange,912159,6844589,1,1,1
Orange,912178,6453102,1,1,0
Bouygues,912180,6453108,1,1,1
Orange,912185,6919599,1,1,1
Orange,912190,6234201,1,1,0
SFR,912192,6919589,1,1,0
SFR,912207,6814066,1,1,0
Orange,912216,6814019,1,0,0
Orange,912222,6934305,1,1,1
Orange,912245,6234714,1,1,1
Orange,912268,6814067,0,1,0
Bouygues,912268,6814069,1,1,0
Bouygues,912270,6458201,1,1,1
Free,912273,6814086,0,1,0
SFR,912314,6453571,1,1,1
Free,912324,6504889,0,1,1
Free,912336,6452525,0,1,0
SFR,912338,6452525,1,1,1
SFR,912349,6458301,0,1,1
Free,912351,6460589,0,1,1
Free,912354,6458288,0,1,1
SFR,912358,6234239,0,1,0
SFR,912368,6520035,1,1,0
Bouygues,912374,6427991,1,1,0
SFR,912406,6456103,1,1,0
SFR,912424,6499092,1,1,1
Bouygues,912425,6681369,1,1,1
SFR,912428,6250658,1,1,1
Bouygues,912433,6499104,1,1,1
Orange,912435,6457388,1,1,1
Bouygues,912440,6254020,1,1,1
Free,912440,6254020,0,1,1
SFR,912447,6681226,1,1,1
SFR,912450,6253963,1,1,1
Bouygues,912473,6778616,1,1,0
Orange,912474,6778615,1,1,0
SFR,912478,6457860,1,1,1
Free,912478,6457864,0,1,1
Bouygues,912481,6301561,1,1,0
Orange,912482,6301561,1,1,0
SFR,912485,6778616,1,1,0
Free,912486,6778617,0,1,0
SFR,912487,6301545,1,1,0
Free,912488,6301546,0,1,0
Orange,912498,6459754,1,1,1
SFR,912528,6495940,0,1,0
Bouygues,912531,6459479,1,1,1
SFR,912540,6459633,1,1,1
Bouygues,912552,6263542,1,1,1
Bouygues,912552,6918244,1,1,1
Free,912566,6918243,0,1,1
Bouygues,912572,6457904,1,1,1
Bouygues,912584,6822506,1,1,1
SFR,912584,6822506,1,1,1
Orange,912590,6254060,1,1,0
Free,912602,6459999,0,1,1
Orange,912619,6822510,1,1,0
Orange,912633,6798942,1,1,0
Bouygues,912642,6567177,1,1,1
Orange,912644,6235927,1,1,1
SFR,912655,6454655,1,1,1
Bouygues,912660,6454650,1,1,1
Bouygues,912667,6929812,1,1,1
SFR,912667,6929812,1,1,1
SFR,912671,6567180,1,1,1
Orange,912708,6494489,1,1,1
Bouygues,912709,6700609,1,1,0
Orange,912709,6700609,0,1,0
SFR,912709,6700609,1,1,0
Free,912710,6700610,0,1,0
Orange,912710,6929867,1,1,0
Orange,912727,6845544,1,1,0
Free,912732,6453056,0,1,0
Orange,912735,6236548,1,1,0
Orange,912738,6453047,1,1,1
SFR,912753,6235234,1,1,1
Free,912754,6235244,0,1,1
Orange,912756,6235232,1,1,1
Bouygues,912758,6235240,1,1,1
Orange,912769,6847007,0,1,0
Bouygues,912789,6847014,1,1,1
SFR,912789,6847014,1,1,1
Free,912789,6847015,0,1,1
SFR,912797,6845615,1,1,1
Bouygues,912800,6845610,1,1,1
Bouygues,912812,6457022,1,1,1
Orange,912830,6454809,1,1,1
SFR,912834,6247950,1,1,1
Orange,912842,6654583,1,1,0
SFR,912848,6688922,1,1,1
Bouygues,912850,6688902,1,1,1
Bouygues,912857,6654527,1,1,1
SFR,912857,6654527,1,1,1
Free,912860,6845610,0,1,1
Bouygues,912878,6385463,1,1,0
SFR,912878,6385463,0,1,0
Free,912879,6385463,0,1,0
Orange,912879,6385463,0,1,0
Orange,912894,6245835,1,1,1
Orange,912937,6457113,1,1,1
Free,912937,6457114,0,1,1
Orange,912944,6452128,1,1,1
Bouygues,912950,6457409,1,1,1
SFR,912971,6457119,1,1,1
Bouygues,912985,6458408,1,1,1
Bouygues,912987,6704167,1,1,1
SFR,912997,6458399,1,1,1
SFR,912999,6704169,1,1,1
SFR,913010,6242141,1,1,0
Free,913011,6704205,0,1,1
Orange,913013,6458365,1,1,1
SFR,913015,6455737,1,1,1
Free,913015,6455746,0,1,1
Orange,913015,6671663,1,1,0
SFR,913025,6454357,1,1,1
Orange,913027,6242149,1,1,0
Free,913028,6458407,0,1,1
Bouygues,913038,6456334,1,1,1
Free,913075,6452378,0,1,1
Bouygues,913078,6933786,1,1,1
Orange,913115,6455878,1,1,1
SFR,913115,6926872,1,1,1
Bouygues,913116,6926872,1,1,1
SFR,913117,6933769,1,1,1
Orange,913118,6926869,1,1,0
Free,913118,6933788,0,1,1
Bouygues,913127,6910694,1,1,1
SFR,913129,6291256,1,1,0
SFR,913143,6457664,1,1,1
Free,913153,6454285,0,1,1
Orange,913159,6903790,0,1,0
Free,913168,6291220,0,1,1
Orange,913169,6291316,1,1,0
Bouygues,913177,6291237,1,1,1
Bouygues,913186,6435203,1,1,1
SFR,913186,6435203,1,1,1
Bouygues,913196,6247502,1,1,1
Bouygues,913229,6905196,1,1,0
Free,913230,6905196,0,1,1
Orange,913238,6291730,1,1,0
Orange,913251,6905203,1,1,1
SFR,913265,6264592,1,1,1
Free,913280,6694858,0,1,0
Orange,913282,6377224,0,1,0
Free,913283,6377224,0,1,0
SFR,913301,6377250,1,1,0
Bouygues,913312,6457196,1,1,1
Orange,913331,6847278,1,1,1
Orange,913347,6663256,1,1,1
Orange,913357,6591081,1,1,1
Free,913357,6591082,0,1,1
SFR,913373,6452368,1,1,1
Free,913381,6357852,0,1,0
Orange,913381,6357852,0,1,0
SFR,913383,6458485,1,1,1
Free,913386,6663284,0,1,1
Free,913402,6456409,0,1,1
Bouygues,913407,6663271,1,1,1
SFR,913407,6663271,1,1,1
SFR,913418,6456405,1,1,1
SFR,913422,6245567,1,1,1
Free,913424,6245565,0,1,1
Orange,913430,6456404,1,1,1
Bouygues,913434,6592773,1,1,1
SFR,913439,6592777,1,1,1
SFR,913447,6457884,1,1,1
Bouygues,913449,6457591,1,1,1
SFR,913450,6357845,1,1,0
Bouygues,913454,6409686,1,1,1
Orange,913454,6409698,1,1,0
Free,913457,6235844,0,1,1
Orange,913460,6235843,1,1,1
Bouygues,913461,6235842,1,1,1
Orange,913466,6457680,1,1,1
SFR,913486,6409644,1,1,1
Bouygues,913489,6499255,1,1,1
SFR,913489,6499255,1,1,1
Bouygues,913491,6432977,1,1,0
Free,913504,6458228,0,1,1
Free,913507,6492506,0,1,1
Orange,913519,6458237,1,1,1
Bouygues,913529,6458254,1,1,1
Free,913547,6457664,0,1,1
Free,913554,6455000,0,1,1
Bouygues,913567,6457711,1,1,1
Orange,913580,6846178,0,1,0
Orange,913596,6453648,1,1,1
Bouygues,913602,6239400,1,1,1
SFR,913603,6239386,1,1,1
Bouygues,913604,6453656,1,1,1
Free,913616,6395287,0,1,1
SFR,913635,6395411,1,1,1
Orange,913665,6780167,1,1,0
Bouygues,913665,6780168,1,1,0
SFR,913665,6780168,1,1,0
Bouygues,913670,6255706,1,1,1
SFR,913679,6458099,1,1,1
Orange,913687,6458095,0,1,1
SFR,913691,6453083,1,1,1
Bouygues,913697,6453069,1,1,1
Bouygues,913710,6395330,1,1,1
Orange,913712,6395336,1,1,0
Free,913733,6453038,0,1,0
SFR,913746,6457283,1,1,1
Free,913762,6935451,0,1,1
SFR,913765,6935466,1,1,1
Orange,913769,6740196,1,1,0
SFR,913769,6740197,1,1,1
Orange,913772,6935481,1,1,1
Orange,913774,6247523,1,1,1
Free,913774,6456881,0,1,1
SFR,913775,6456892,1,1,1
Bouygues,913780,6935482,1,1,1
SFR,913786,6235510,1,1,1
Bouygues,913790,6740168,1,1,1
Orange,913797,6455274,1,1,1
Orange,913804,6690953,1,1,0
SFR,913804,6690954,1,1,0
Orange,913817,6264369,1,1,0
SFR,913831,6458395,1,1,1
Orange,913839,6457155,1,1,1
Orange,913859,6848050,0,1,0
SFR,913881,6237037,1,1,1
Orange,913897,6368797,1,1,0
Bouygues,913898,6237027,1,1,1
Free,913899,6237030,0,1,1
Orange,913907,6237028,1,1,1
Bouygues,913923,6368776,1,1,0
Free,913923,6368777,0,1,1
Bouygues,913956,6456846,1,1,1
Orange,913998,6285296,1,1,1
Bouygues,914000,6455363,1,1,1
SFR,914012,6454631,0,1,0
Bouygues,914018,6285316,1,1,1
SFR,914018,6285316,1,1,1
Free,914024,6239645,0,1,1
Orange,914030,6239658,1,1,1
Orange,914040,6458338,1,1,1
Orange,914042,6697989,0,1,0
Bouygues,914042,6697990,1,1,0
Free,914042,6697990,0,1,0
SFR,914042,6697990,1,1,0
Orange,914054,6458273,0,0,0
Bouygues,914057,6458262,1,1,1
SFR,914105,6745502,1,1,0
Orange,914106,6745501,0,1,0
Free,914106,6745503,0,1,0
SFR,914112,6454966,1,1,1
Bouygues,914119,6457340,1,1,1
SFR,914121,6645229,1,1,0
Free,914129,6458358,0,1,1
Orange,914144,6603879,0,1,0
Free,914144,6603880,0,1,0
SFR,914144,6603880,1,1,0
Orange,914146,6606714,0,1,0
Free,914146,6606715,0,1,0
Bouygues,914148,6645234,1,1,0
Free,914149,6645234,0,1,0
Orange,914149,6645234,1,1,0
Orange,914150,6898259,1,1,0
Bouygues,914176,6322443,1,1,0
SFR,914176,6322443,1,1,0
Free,914177,6322444,0,1,0
Orange,914177,6322444,0,1,0
SFR,914181,6606695,1,1,0
Orange,914186,6402965,1,1,0
Bouygues,914198,6839741,1,1,1
SFR,914201,6839731,1,1,1
SFR,914205,6458421,1,0,0
SFR,914208,6402974,1,1,0
Orange,914213,6695128,0,1,0
Bouygues,914213,6695129,1,1,0
SFR,914213,6695129,1,1,0
SFR,914218,6458254,1,1,1
SFR,914235,6267831,1,1,1
Orange,914287,6458170,1,1,1
Bouygues,914306,6458213,1,1,1
Bouygues,914316,6458566,1,1,0
Orange,914326,6887344,1,1,0
Bouygues,914337,6887395,1,1,0
SFR,914368,6679671,1,1,1
Free,914368,6829522,0,1,1
Bouygues,914376,6679655,1,1,1
Free,914377,6679655,0,1,1
SFR,914378,6887471,1,1,0
SFR,914382,6934330,1,1,1
Bouygues,914388,6934329,1,1,1
Bouygues,914401,6829557,1,1,1
SFR,914401,6829557,1,1,1
Bouygues,914402,6454684,1,1,1
Orange,914416,6830577,1,1,1
Bouygues,914418,6790707,1,1,1
Orange,914420,6454228,1,1,1
SFR,914423,6790707,1,1,1
SFR,914426,6455887,1,1,1
Orange,914426,6455895,1,1,1
Free,914444,6312778,0,1,1
SFR,914445,6896718,1,1,0
Free,914453,6455814,0,1,1
Bouygues,914455,6496211,1,1,1
SFR,914455,6496211,1,1,1
Free,914456,6496211,0,1,1
Bouygues,914457,6312787,1,1,1
SFR,914457,6312787,1,1,1
Orange,914486,6457670,1,1,1
Orange,914518,6909630,1,1,1
Bouygues,914520,6457305,1,1,1
Orange,914539,6457306,0,1,1
SFR,914540,6255953,1,1,0
Free,914540,6457301,0,1,1
SFR,914541,6457284,1,1,1
Orange,914544,6255948,1,1,1
SFR,914551,6909622,1,0,0
Bouygues,914552,6724050,1,1,0
SFR,914552,6724050,1,1,0
Orange,914553,6724048,0,1,0
Free,914553,6724050,0,1,0
Orange,914554,6267024,0,1,0
Orange,914581,6498682,1,0,0
Orange,914628,6454691,0,0,0
Bouygues,914643,6566463,1,1,1
