Operateur,x,y,2G,3G,4G
SFR,759980,6386338,1,1,0
SFR,760006,6583494,1,1,1
Bouygues,760020,6583487,1,1,1
SFR,760051,6935118,1,1,0
Free,760113,6358687,0,1,0
Orange,760114,7003110,1,1,1
Orange,760164,7014936,0,1,1
SFR,760168,6281922,1,1,1
Bouygues,760171,6281918,1,1,1
Orange,760173,6281969,1,1,0
Orange,760188,6268251,1,1,1
Orange,760239,6989354,1,1,0
Bouygues,760256,6989388,1,1,1
SFR,760256,6989388,1,1,1
Orange,760258,6614758,1,1,1
SFR,760336,6346327,1,1,0
Orange,760356,7011249,0,1,1
SFR,760360,6427146,1,1,1
Bouygues,760362,6427071,1,1,1
Orange,760363,6346314,0,1,0
Free,760363,6346315,0,1,0
Free,760366,6427078,0,1,1
Orange,760366,6427109,1,0,1
Free,760412,6278292,0,1,1
Orange,760427,6278281,0,1,1
Orange,760429,6261534,0,1,0
SFR,760431,6691011,1,1,0
Orange,760432,6691010,1,1,0
Free,760432,6691011,0,1,0
Bouygues,760464,6750349,1,1,0
Free,760464,6750349,0,1,0
SFR,760464,6750349,1,1,0
Orange,760465,6750348,1,1,0
SFR,760477,6759094,1,1,1
Orange,760480,6759127,1,1,1
Bouygues,760488,6759124,1,1,1
SFR,760497,6260636,1,1,0
Orange,760498,6260631,1,1,0
Free,760504,6260637,0,1,1
SFR,760616,6940431,1,1,0
SFR,760617,6261811,1,1,0
SFR,760714,6306134,1,1,1
Orange,760714,6306162,1,0,0
Bouygues,760716,6261893,1,1,1
Orange,760719,6261868,1,1,1
Bouygues,760764,6973252,1,1,0
SFR,760764,6973252,1,1,0
Free,760765,6973253,0,1,0
Bouygues,760767,6569186,1,1,0
Orange,760767,6973252,1,1,0
Orange,760823,6521748,1,1,0
Free,760830,6521733,0,1,1
Bouygues,760851,6707072,1,1,1
Orange,760855,6707061,1,1,0
Free,760855,6707093,0,1,1
Orange,760858,6999849,1,1,1
SFR,760872,6707071,1,1,1
Free,760893,6500630,0,1,0
Orange,760893,6500630,0,1,0
SFR,760893,6500630,1,1,0
Free,760897,6747279,0,1,1
Bouygues,760917,6306126,1,1,1
SFR,760918,6967189,1,1,1
Bouygues,760921,6967189,1,1,1
Orange,760956,6967234,1,1,0
Orange,760973,6864471,1,1,1
SFR,760978,6675741,1,1,0
Free,760979,6675742,0,1,0
Bouygues,760988,6599753,1,1,0
Bouygues,760988,6599753,1,1,1
Orange,760997,6675742,0,1,0
Bouygues,761036,6495408,1,1,1
Bouygues,761054,6871297,1,1,1
SFR,761054,6871297,1,1,1
Orange,761081,6871296,1,1,0
Free,761084,6965568,0,1,0
SFR,761089,6557840,1,1,1
SFR,761100,6495344,1,1,1
Orange,761104,7013505,1,1,1
Bouygues,761112,6757339,1,0,0
Bouygues,761112,6757339,1,1,1
Bouygues,761122,6557796,1,1,1
Orange,761185,7011910,0,1,0
SFR,761236,6797835,1,1,1
Orange,761281,6261668,0,1,0
Bouygues,761327,6797907,1,1,1
Free,761339,6797939,0,1,1
Free,761359,6270795,0,1,1
Free,761363,6909317,0,1,1
Bouygues,761366,6797900,1,1,0
Bouygues,761366,6909344,1,1,1
SFR,761366,6909344,1,1,1
Orange,761380,6904157,1,1,1
Orange,761407,6797859,1,1,1
Free,761461,6713271,0,1,1
Bouygues,761468,6713278,1,1,1
SFR,761468,6713278,1,1,1
Orange,761499,6688045,1,1,0
SFR,761518,6339237,1,1,0
Orange,761519,6339236,0,1,0
Free,761519,6339237,0,1,0
SFR,761519,6689058,1,1,0
Orange,761522,6260648,1,1,1
Orange,761524,6757374,1,1,1
Orange,761535,6847514,1,1,0
Bouygues,761569,6260660,1,1,1
Free,761570,6260661,0,1,1
Bouygues,761610,6270893,1,1,1
SFR,761616,6887452,1,1,1
Bouygues,761622,6523669,1,1,1
SFR,761622,6523669,1,1,1
SFR,761624,6757345,1,1,0
Bouygues,761646,6887457,1,1,1
Orange,761660,6271008,1,1,1
SFR,761711,6746732,1,1,1
Bouygues,761718,6746724,1,1,1
Orange,761730,6746730,1,1,0
Orange,761760,6583100,1,1,1
Bouygues,761763,6653460,1,1,0
Free,761765,6893565,0,1,0
Orange,761766,6893548,1,1,0
Orange,761788,6280976,0,1,0
Free,761810,6485458,0,1,0
Orange,761810,6485458,1,1,0
SFR,761818,6485450,1,1,0
SFR,761829,6271211,1,1,1
Bouygues,761868,6915020,1,1,1
SFR,761868,6915020,1,1,1
SFR,761875,6334803,1,1,0
Free,761876,6334803,0,1,0
Orange,761883,6334803,0,1,0
Bouygues,761885,6497331,1,1,1
Free,761888,6497329,0,1,1
SFR,761905,6497363,1,1,1
Bouygues,761907,6544827,1,1,1
SFR,761907,6544827,1,1,1
Free,761909,6653567,0,1,1
Orange,762020,7013098,0,1,1
Bouygues,762027,6662470,1,1,1
Free,762028,6662470,0,1,1
SFR,762031,7013087,1,1,1
Bouygues,762032,7013088,1,1,1
Free,762032,7013089,0,1,1
SFR,762056,6662420,1,1,1
SFR,762064,6763607,1,1,1
Bouygues,762096,6763642,1,1,1
Orange,762138,7005482,0,1,1
Bouygues,762142,6775718,1,1,1
SFR,762142,6775718,0,0,1
SFR,762168,6283655,1,1,1
Free,762179,6775738,0,1,1
Bouygues,762204,6283654,0,1,0
Orange,762297,6689048,1,0,0
Orange,762349,6653781,1,1,1
SFR,762355,6653784,1,1,0
Orange,762522,6879199,1,1,1
SFR,762524,6732960,1,1,1
Bouygues,762528,6879206,1,1,1
SFR,762531,6879206,1,1,1
Orange,762591,6732971,0,1,1
Bouygues,762595,6732969,1,1,1
Orange,762602,6908735,1,1,1
Free,762731,6923858,0,1,1
Orange,762860,7022789,1,1,0
Free,762867,6264268,0,1,1
SFR,762876,6264263,1,1,0
Free,762888,6463646,0,1,0
Orange,762904,6463645,1,1,0
SFR,762904,6463645,1,1,0
Bouygues,762947,6567269,1,1,1
SFR,762947,6567269,1,1,1
Orange,762949,6567287,1,1,0
Free,762953,6506268,0,1,1
Orange,762988,6936558,1,1,0
Bouygues,763003,6822420,1,1,1
SFR,763003,6822420,1,1,1
Bouygues,763008,6936546,1,1,0
Bouygues,763008,6936546,1,1,1
SFR,763008,6936546,0,0,1
SFR,763012,6506234,1,1,1
Orange,763020,6822419,1,1,1
Orange,763047,6599032,1,1,1
SFR,763084,6785978,1,1,0
SFR,763104,6259862,1,1,0
Orange,763108,6272552,1,1,1
Bouygues,763133,6785903,1,1,0
Free,763133,6785903,0,1,0
Orange,763134,6785902,0,1,0
Orange,763145,6478714,1,1,0
SFR,763145,6478714,1,1,0
Free,763145,6478715,0,1,0
Free,763191,6277083,0,1,0
Bouygues,763219,6277084,1,1,1
Bouygues,763290,6375566,1,1,0
SFR,763290,6375566,1,1,0
Free,763290,6375567,0,1,0
Orange,763291,6375566,0,1,0
Bouygues,763299,6952701,1,1,1
SFR,763299,6952701,1,1,1
Orange,763426,6278947,1,1,0
SFR,763445,6626329,1,1,0
Orange,763446,6626328,1,1,0
Free,763446,6626329,0,1,0
Orange,763463,6274626,1,1,1
Bouygues,763478,6904499,1,1,0
Bouygues,763491,6886516,1,0,0
Orange,763555,6886587,1,1,1
Orange,763630,6280175,0,1,1
SFR,763703,6904517,1,1,1
SFR,763723,6458458,1,1,0
Free,763724,6458458,0,1,0
Orange,763774,6796694,1,1,1
Orange,763811,6458451,1,1,0
SFR,763874,6278934,1,1,1
Orange,763891,6757276,1,1,1
Bouygues,763898,6899606,1,1,1
Bouygues,763900,6265891,1,1,0
SFR,763904,6265888,1,1,0
SFR,763918,6899606,1,1,1
Free,763961,7016126,0,1,1
SFR,763978,6509115,1,1,1
Bouygues,763982,7016183,1,1,1
SFR,763984,7016175,1,1,1
Bouygues,763993,6509102,1,1,1
Bouygues,764048,6394809,1,1,0
SFR,764048,6394809,1,1,0
Orange,764049,6394809,0,1,0
Free,764049,6394810,0,1,0
SFR,764082,6635064,1,1,1
Orange,764087,6292806,1,1,0
Orange,764090,6265970,0,0,1
Bouygues,764115,6635041,1,1,1
Orange,764163,6353153,1,0,0
SFR,764191,6272411,1,1,1
Orange,764211,6897399,1,1,0
Bouygues,764227,6447094,1,1,1
SFR,764227,6447094,1,1,1
Free,764229,6447098,0,1,1
Orange,764235,6447109,1,1,1
Bouygues,764394,6964561,1,1,0
Orange,764396,6964561,1,1,0
SFR,764399,6964586,1,1,0
Orange,764427,7017867,0,1,1
Bouygues,764444,7017901,1,1,1
SFR,764444,7017901,1,1,1
Free,764447,7017909,0,1,1
SFR,764464,6267910,1,1,0
Orange,764475,6645347,1,1,0
Orange,764587,6260806,1,1,1
Bouygues,764589,6267929,1,1,1
Free,764589,6267930,0,1,1
Orange,764594,7020157,0,1,0
Orange,764623,6755145,1,1,1
SFR,764626,6755181,1,1,0
Bouygues,764646,6755211,1,0,0
SFR,764647,6679287,1,1,0
Orange,764652,6679293,0,1,0
Free,764652,6679294,0,1,0
SFR,764690,6402215,1,1,1
Bouygues,764697,6549449,1,1,1
Orange,764702,6549412,1,0,0
Free,764702,6549444,0,1,0
SFR,764722,6549456,1,1,1
Orange,764760,7016476,1,1,1
Bouygues,764765,6905036,1,1,1
SFR,764765,6905036,1,1,1
Bouygues,764768,6402377,1,1,1
SFR,764794,6292445,1,1,0
Orange,764795,6905079,1,1,1
Bouygues,764800,6292442,1,1,1
Free,764806,6292444,0,1,1
Bouygues,764823,6942029,1,1,1
Bouygues,764833,6875991,1,1,1
SFR,764833,6875991,1,1,1
Free,764841,6875988,0,1,1
SFR,764858,6942026,1,1,1
Orange,764901,7015035,0,1,0
Bouygues,764977,6357309,1,1,0
SFR,764977,6357309,1,1,0
Orange,764978,6357309,0,1,0
Orange,765041,6753234,1,1,1
Bouygues,765110,6791053,1,1,0
SFR,765110,6791053,1,1,0
Free,765111,6791053,0,1,0
Orange,765112,6791052,0,1,0
Bouygues,765148,6912123,1,1,1
SFR,765148,6912123,1,1,1
Free,765149,6912123,0,1,1
Free,765153,6326254,0,1,0
SFR,765153,7019627,1,1,1
Orange,765161,6983985,1,1,0
Bouygues,765163,7019618,1,1,1
Bouygues,765164,6279677,1,1,1
Bouygues,765165,6983986,1,1,1
SFR,765165,6983986,1,1,1
Bouygues,765168,6761932,1,1,1
SFR,765168,6761932,1,1,1
Orange,765210,6519066,0,1,0
SFR,765241,6519076,1,1,0
Free,765242,6519076,0,1,0
Bouygues,765254,6722619,1,1,1
SFR,765254,6722619,1,1,1
Free,765266,6279667,0,1,1
SFR,765275,6646382,1,1,1
Bouygues,765279,6646378,1,1,1
Orange,765291,6279665,1,1,1
Bouygues,765337,6469854,1,1,1
SFR,765338,6469854,1,1,0
Orange,765370,7017655,1,1,1
Free,765405,6469845,0,1,1
Orange,765426,6672169,0,1,0
SFR,765426,6672169,1,1,0
Free,765426,6672170,0,1,0
SFR,765435,7002678,1,1,0
SFR,765440,6326281,1,1,0
Orange,765441,6326281,0,1,0
SFR,765457,6279417,0,0,1
SFR,765514,6280636,1,1,1
Free,765515,7017266,0,1,1
Free,765532,7016538,0,1,1
Orange,765538,7016539,1,1,1
Free,765552,6904018,0,1,1
Orange,765557,6280684,1,1,1
Orange,765560,6904019,1,1,1
Orange,765586,7023073,1,1,1
Bouygues,765607,7022207,1,1,1
SFR,765607,7022207,1,1,1
Free,765614,6979373,0,1,0
Orange,765617,6979373,1,1,0
Orange,765645,7022183,1,1,1
Orange,765649,6932617,1,1,0
Bouygues,765653,7017374,1,1,1
SFR,765661,7017370,1,1,1
Bouygues,765688,6535623,1,0,0
Orange,765696,7018304,0,1,0
Free,765701,7002758,0,1,1
Orange,765704,7002758,1,1,1
Bouygues,765706,7023814,1,1,1
SFR,765711,7023806,1,1,1
Free,765712,6554881,0,1,0
Orange,765725,6554879,0,1,0
SFR,765736,6554885,1,1,0
Bouygues,765759,6922247,1,1,1
SFR,765759,6922247,1,1,1
SFR,765780,6692676,1,1,0
Free,765780,6692677,0,1,0
Orange,765785,6922282,1,1,0
Orange,765786,6692672,1,1,0
Orange,765797,6729427,1,1,1
SFR,765803,6351373,1,1,0
Free,765804,6351373,0,1,0
Orange,765804,6351373,1,1,0
Bouygues,765815,6752770,1,0,0
Free,765818,7019225,0,1,1
Free,765818,7022226,0,1,1
Orange,765821,7019227,0,1,0
Orange,765832,7020022,1,1,1
Bouygues,765852,6384954,1,1,0
SFR,765852,6384954,1,1,0
Free,765853,6384955,0,1,0
Orange,765853,6384955,0,1,0
Bouygues,765854,6347012,1,0,0
Orange,765855,6878902,1,1,0
Orange,765858,6286725,1,1,1
Bouygues,765881,6288071,1,1,1
SFR,765895,6971469,1,1,1
Free,765903,6288103,0,1,1
SFR,765905,6288094,1,1,1
Orange,765906,6288102,1,1,1
SFR,765914,6492293,1,1,0
Free,765915,6492293,0,1,0
Orange,765915,6492293,0,1,0
Orange,765917,6281189,1,1,1
Orange,765929,6971450,1,1,0
Bouygues,765930,6971471,1,1,1
SFR,765951,6324189,1,1,0
Free,765954,6280654,0,1,1
SFR,765955,6280656,1,1,1
Orange,765957,6324192,0,1,0
Free,765957,6324193,0,1,0
Bouygues,765969,6283087,1,1,1
SFR,765971,6276014,1,1,1
Orange,765983,6276039,1,1,1
Orange,765993,6283081,1,1,1
SFR,766002,6283074,1,1,1
Orange,766015,6987401,1,1,1
Bouygues,766025,6755617,1,1,1
SFR,766044,6755604,1,1,1
SFR,766090,6735975,1,1,1
Bouygues,766105,6735977,1,1,1
Orange,766124,6688446,1,0,0
Orange,766143,6941363,1,1,0
Bouygues,766182,7002539,1,1,0
SFR,766185,6824063,1,1,1
Free,766187,6511330,0,1,0
Orange,766187,6511330,0,1,0
SFR,766188,6511331,1,1,0
SFR,766251,6996066,1,1,1
Bouygues,766253,6996069,1,1,1
Orange,766258,6996075,1,1,1
Orange,766258,7016708,0,1,1
Bouygues,766265,7016614,1,1,1
SFR,766265,7016614,1,1,1
Bouygues,766290,6986084,1,1,1
SFR,766290,6986089,1,1,1
Orange,766309,6908495,1,1,1
Orange,766344,6558769,0,1,0
SFR,766355,6558769,1,1,0
Free,766356,6558770,0,1,0
Orange,766374,7017915,0,1,1
Orange,766469,6531138,1,0,0
Bouygues,766472,6282000,1,1,1
SFR,766475,6282009,1,1,1
Bouygues,766475,6529621,1,1,1
Orange,766477,6429711,0,0,0
SFR,766478,6531156,1,1,1
SFR,766484,6529626,1,1,1
Free,766484,6529627,0,1,1
Orange,766485,6529626,1,1,1
Bouygues,766488,6531160,1,1,1
Bouygues,766548,6561793,1,1,1
SFR,766548,6561793,1,1,1
Orange,766556,6282209,0,1,1
SFR,766571,7019992,1,1,1
Orange,766572,6471507,1,1,1
SFR,766574,6813062,1,1,1
Orange,766578,6564235,1,1,0
Bouygues,766583,7019984,1,1,0
Free,766584,7019985,0,1,1
SFR,766586,6278797,1,1,1
Free,766592,6813061,0,1,1
Bouygues,766598,6278799,1,1,1
Free,766605,6278792,0,1,1
Orange,766614,6278791,1,1,1
Orange,766618,7019962,1,1,1
SFR,766697,6278248,1,1,1
Orange,766698,6916702,1,1,1
Free,766700,6916706,0,1,0
Bouygues,766701,6916696,1,1,1
SFR,766711,6916692,1,1,1
SFR,766732,6279906,1,1,1
Orange,766753,6751307,1,1,1
Orange,766760,7003032,1,1,1
Orange,766821,7001137,1,1,0
Bouygues,766824,6929035,1,1,1
SFR,766824,6929035,1,0,0
Free,766825,6929035,0,1,1
Orange,766827,6417178,1,1,0
Free,766831,6276186,0,1,1
Free,766838,6417192,0,1,1
Bouygues,766839,6417192,1,1,1
Orange,766873,6438789,0,1,0
SFR,766880,6417230,1,1,1
Orange,766911,6751674,1,0,0
Bouygues,766913,6751674,1,1,1
SFR,766920,6751669,1,1,0
SFR,766931,6274755,1,1,1
Bouygues,766948,6279525,1,1,1
Bouygues,767051,6276555,1,1,1
Free,767084,6282612,0,1,0
SFR,767091,6282608,1,1,1
Orange,767116,6818802,1,1,0
Orange,767121,7004063,1,1,0
Orange,767125,7017417,0,1,1
Orange,767128,6272456,1,1,1
Orange,767155,6279925,1,1,1
Orange,767165,6279473,0,1,1
SFR,767172,6275809,1,1,1
Bouygues,767184,6824055,1,1,1
Orange,767186,6275323,0,1,1
Orange,767224,6797230,1,1,1
Orange,767269,6700571,1,1,0
Free,767269,6700572,0,1,0
Bouygues,767277,6280613,1,1,1
Orange,767278,7018360,1,1,1
SFR,767279,6440265,1,1,1
SFR,767279,6700553,1,1,0
Free,767279,7018379,0,1,1
Orange,767282,6280625,1,1,1
Bouygues,767286,6440275,1,1,1
Free,767288,6440289,0,1,1
Free,767292,6280617,0,1,1
Orange,767295,6440290,1,1,1
Free,767296,6434739,0,1,1
Bouygues,767298,6434715,1,1,1
SFR,767300,6434736,1,1,1
SFR,767310,6280638,1,1,1
SFR,767316,6278361,1,1,1
SFR,767320,6597137,1,1,1
Bouygues,767327,6597132,1,1,1
SFR,767432,6524402,1,1,0
Free,767448,6524393,0,1,0
Orange,767448,6524393,0,1,0
Orange,767449,7019718,0,1,0
Orange,767489,6282551,1,1,1
Bouygues,767518,6813937,1,1,1
Orange,767574,6710713,1,1,0
SFR,767577,6279786,1,1,1
Free,767582,6279785,0,1,1
Orange,767590,7016364,1,1,0
Free,767591,7016401,0,1,1
SFR,767650,7012405,1,1,1
Bouygues,767658,7012379,1,1,1
Orange,767684,6772148,1,1,0
SFR,767694,6772131,1,1,1
Bouygues,767695,6772136,1,1,1
Bouygues,767695,7013515,1,1,1
SFR,767695,7013515,1,1,1
Bouygues,767696,6778019,1,1,1
SFR,767716,6778001,1,1,1
Orange,767717,6280234,1,1,1
SFR,767734,6276298,1,1,1
Orange,767745,6274116,1,1,1
Bouygues,767750,6281089,1,1,1
Free,767752,6281092,0,1,1
Bouygues,767757,6868047,1,1,0
SFR,767757,6868047,1,0,1
Orange,767761,7019356,1,1,1
Bouygues,767763,6274106,1,1,1
Free,767777,7019351,0,1,1
Bouygues,767792,7021119,1,1,1
Orange,767817,7021090,1,1,1
Bouygues,767818,6280037,1,1,1
Orange,767820,6877446,1,1,1
Bouygues,767830,6279230,1,1,1
Orange,767833,6279228,1,1,1
SFR,767835,7021065,1,1,1
Orange,767838,6281428,1,1,1
Orange,767849,6276327,1,1,1
Bouygues,767871,7018099,1,1,1
SFR,767871,7018099,1,1,1
Bouygues,767888,6609435,1,1,1
SFR,767888,6609435,1,1,1
Orange,767915,6609543,1,1,1
Orange,767915,6779693,1,1,1
Bouygues,768021,6878153,1,1,1
Bouygues,768023,6727472,1,1,1
Free,768028,6878156,0,1,1
SFR,768032,6878145,1,1,1
SFR,768063,6273942,1,1,1
SFR,768079,6328896,1,1,0
Free,768079,6328897,0,1,0
Orange,768085,6328902,0,1,0
Orange,768093,6278153,1,1,1
Orange,768101,6289573,1,1,1
Free,768103,6282242,0,1,1
SFR,768131,6652435,1,1,0
Orange,768132,6652434,1,1,0
Free,768132,6652435,0,1,0
Orange,768138,6282351,1,1,1
Free,768150,6515769,0,1,0
Orange,768170,6515769,0,1,0
SFR,768170,6515769,1,1,0
Free,768217,6274416,0,1,1
SFR,768217,6559511,1,1,1
Bouygues,768235,6374216,1,1,0
Free,768235,6374216,0,1,0
Orange,768235,6374216,0,1,0
SFR,768235,6374216,1,1,0
SFR,768239,6283301,1,1,1
SFR,768250,6277986,1,1,1
Bouygues,768259,6559591,1,1,1
Orange,768293,7020276,1,1,1
Bouygues,768297,6278097,1,1,1
Orange,768307,7002164,1,1,1
Bouygues,768317,6283360,1,1,1
Orange,768318,6283361,1,1,1
Orange,768318,6283361,0,1,0
Free,768319,7020279,0,1,1
Free,768329,6283284,0,1,1
SFR,768334,6889077,1,1,1
SFR,768346,6658004,1,1,0
Free,768346,6889066,0,1,1
Orange,768347,6658004,1,1,0
Free,768347,6658005,0,1,0
Orange,768347,6889077,1,1,1
Bouygues,768354,6889074,1,1,1
Free,768370,6708927,0,1,1
Free,768382,6317825,0,1,1
SFR,768421,6318523,1,1,1
Bouygues,768425,6318514,1,1,1
Orange,768428,6280772,1,1,1
Orange,768435,6708927,0,1,0
Bouygues,768438,7009504,1,1,0
Orange,768441,7009490,1,1,1
Orange,768466,6278375,1,1,1
SFR,768484,6275039,1,1,1
Orange,768493,6275054,1,1,1
Bouygues,768505,6405892,1,1,1
SFR,768505,6405892,1,1,1
Orange,768509,7018575,0,1,1
Orange,768514,6274014,1,1,0
Orange,768523,6750150,1,1,1
Free,768541,7018564,0,1,1
Bouygues,768549,6799752,1,1,1
SFR,768549,6799752,1,1,1
Free,768590,6277783,0,1,1
SFR,768602,7027114,1,1,0
SFR,768606,6280723,1,1,1
Orange,768606,7027125,1,1,1
Orange,768609,6621806,1,1,0
SFR,768609,6621806,1,1,0
Free,768609,6621807,0,1,0
SFR,768724,6279656,0,1,1
Orange,768761,6279704,1,1,1
Orange,768772,7021931,0,1,1
Bouygues,768774,7021940,1,1,1
SFR,768774,7021940,1,1,1
Free,768776,6279693,0,1,1
Orange,768813,6280260,1,1,1
SFR,768823,6279691,1,1,1
Bouygues,768831,7020574,1,1,1
SFR,768831,7020574,1,1,1
Orange,768906,7021048,0,1,1
SFR,768948,6308909,1,1,0
Free,768948,7021301,0,1,1
Orange,768951,6438840,1,1,1
SFR,768959,6277262,1,1,1
Bouygues,768960,6277262,1,1,1
Orange,768960,6277262,0,1,1
Free,768965,6280736,0,1,1
Bouygues,768969,6280733,1,1,1
Orange,768976,6280732,0,1,1
Bouygues,769032,6282301,1,1,1
Bouygues,769038,6883581,1,1,1
SFR,769039,6282310,1,1,1
Free,769040,6883574,0,1,1
Orange,769041,6282311,1,1,1
Free,769045,6282308,0,1,1
SFR,769045,6883564,1,1,1
Orange,769075,6595549,1,1,0
SFR,769095,6271498,1,1,1
Free,769097,6271504,0,1,1
Orange,769098,6271501,1,1,1
Orange,769098,6330036,1,1,0
Orange,769113,6281548,1,1,1
Orange,769113,7019734,0,1,1
Bouygues,769118,6271484,1,1,1
Free,769121,6303263,0,1,1
Bouygues,769126,6303263,1,1,0
Orange,769145,6721224,1,1,1
Bouygues,769145,6721317,1,1,1
SFR,769145,6721317,1,1,1
Bouygues,769157,6446247,1,1,1
SFR,769175,6446247,1,1,1
Orange,769181,6710978,1,1,1
SFR,769181,6711001,1,1,1
Bouygues,769183,6711004,1,1,1
Orange,769233,6438584,1,1,1
Bouygues,769240,6279440,1,1,1
SFR,769240,6279442,1,1,1
Orange,769243,6275717,1,1,1
Orange,769249,6279462,1,1,1
Orange,769257,6317954,1,1,1
Orange,769301,6278758,1,1,1
Free,769304,6278755,0,1,1
Orange,769350,6277239,1,1,1
Free,769374,6779241,0,1,1
Bouygues,769402,6779214,1,1,1
SFR,769402,6779214,0,0,1
Free,769404,6710712,0,1,1
Free,769411,6276803,0,1,1
Orange,769434,6278242,0,1,1
Bouygues,769435,6438468,1,0,0
Bouygues,769436,6548929,1,1,1
Free,769437,6548930,0,1,1
SFR,769446,6438466,1,1,0
Bouygues,769449,6438553,1,0,0
SFR,769469,6548960,1,1,1
Bouygues,769489,6438627,1,1,1
SFR,769489,6438627,1,1,1
Orange,769560,6630854,1,1,0
SFR,769560,6630854,1,1,0
Free,769560,6630855,0,1,0
SFR,769571,7002163,1,1,0
Free,769572,7002133,0,1,1
Orange,769580,6280458,1,1,1
Free,769581,6280459,0,1,1
Orange,769585,7020505,1,1,1
Orange,769586,6589910,1,1,0
SFR,769587,7019882,1,1,1
Bouygues,769595,6925723,1,1,1
SFR,769595,6925723,1,1,1
Bouygues,769595,7019878,1,1,1
Orange,769603,6437849,1,1,1
Orange,769604,6882337,1,1,0
Orange,769626,6925712,1,1,1
Orange,769634,6299483,1,1,1
Orange,769639,6884605,1,1,1
SFR,769640,6280454,1,1,1
Free,769670,6275111,0,1,1
Orange,769689,6280962,1,1,1
Free,769693,6280974,0,1,1
SFR,769698,6299538,1,1,0
Bouygues,769700,6277484,1,1,1
Bouygues,769700,6280962,1,1,1
Free,769702,7019871,0,1,1
Orange,769707,6277481,0,1,1
Bouygues,769718,6884730,1,1,1
SFR,769718,6884730,1,1,1
SFR,769720,6541164,1,1,1
SFR,769727,6551865,1,1,1
Bouygues,769734,6541159,1,1,1
Bouygues,769735,6551863,1,1,1
Free,769735,6551864,0,1,1
Bouygues,769765,6278742,1,1,1
SFR,769773,6278751,1,1,1
Orange,769812,7019076,0,1,1
Orange,769820,6282085,1,1,0
Orange,769835,6883074,1,1,1
Orange,769837,6439544,0,1,1
Bouygues,769856,6366409,1,1,0
Free,769856,6366409,0,1,0
SFR,769856,6366409,1,1,0
Orange,769857,6366409,0,1,0
Orange,769869,6279881,1,1,1
Orange,769869,6938723,0,1,0
Bouygues,769883,6882965,1,1,1
SFR,769883,6882965,1,1,1
SFR,769896,6403637,1,1,1
Free,769898,6403636,0,1,0
Orange,769902,6403607,1,1,1
Bouygues,769906,6403622,1,1,1
SFR,769927,6882085,1,1,0
Free,769958,6288900,0,1,1
Bouygues,769958,6288910,1,1,1
SFR,769959,6288893,1,1,1
Orange,769986,6288892,1,1,1
Free,770014,6279299,0,1,1
SFR,770017,7021273,1,1,1
Free,770018,7021275,0,1,1
Bouygues,770024,7021280,1,1,1
SFR,770025,6282978,1,1,1
Orange,770028,7021281,1,1,1
SFR,770044,6279270,1,1,1
Orange,770047,6279279,0,1,1
Orange,770073,6885349,1,1,0
Bouygues,770091,6276460,1,1,1
Bouygues,770109,6912266,1,1,1
Orange,770124,6281492,1,1,1
SFR,770124,6912280,1,1,1
Orange,770132,6280565,0,1,1
Orange,770172,6438679,1,1,1
Orange,770176,6283728,1,1,1
Orange,770195,6281241,1,1,1
Orange,770201,6882780,1,1,1
SFR,770202,6279783,0,1,1
Orange,770208,6277994,1,1,1
Orange,770210,6278495,1,1,1
Bouygues,770243,6595045,1,1,1
SFR,770243,6595045,1,1,1
SFR,770247,6278049,1,1,1
Free,770253,6595071,0,1,1
Free,770264,6286047,0,1,1
Orange,770274,6286062,1,1,1
Free,770285,6278936,0,1,1
Free,770293,6278027,0,1,1
Orange,770293,6278929,1,1,1
SFR,770302,6278956,1,1,1
SFR,770306,6276402,1,1,1
Free,770306,6276409,0,1,0
Orange,770311,6273994,1,1,1
SFR,770312,6273971,1,1,1
Bouygues,770313,6273988,1,1,1
SFR,770322,6280054,1,1,1
Orange,770323,6280054,1,1,1
Bouygues,770359,6279059,1,1,1
SFR,770378,6286116,1,1,1
Bouygues,770380,6278610,1,1,1
Orange,770382,6279336,1,1,1
Orange,770387,6277341,1,1,1
SFR,770387,6277343,1,1,1
Bouygues,770397,6281865,1,1,1
SFR,770405,6281889,1,1,1
Free,770407,6281892,0,1,1
Bouygues,770410,6439968,1,1,1
Orange,770412,6281900,0,1,1
Orange,770413,6881630,1,1,1
SFR,770414,6439931,1,1,1
Orange,770415,6439928,1,1,1
Bouygues,770432,6295570,1,1,1
Orange,770436,6282572,1,1,1
Free,770445,6882115,0,1,1
SFR,770501,6281313,1,1,1
Orange,770505,6749049,1,1,1
Bouygues,770515,6284342,1,1,1
Free,770515,6284355,0,1,1
Bouygues,770542,6278393,1,1,1
Orange,770542,6437984,1,1,1
Free,770543,6278393,0,1,1
Orange,770546,6278392,0,1,1
SFR,770552,6482997,1,1,0
Orange,770553,6482997,1,1,0
Orange,770554,6811561,1,1,1
Free,770569,6482981,0,1,0
Bouygues,770572,6280463,1,1,1
Orange,770576,6280465,1,1,1
Free,770583,6916688,0,1,1
SFR,770584,6280471,1,1,1
Bouygues,770589,6916674,1,1,1
SFR,770589,6916674,1,1,1
SFR,770600,6437798,1,1,1
Bouygues,770603,6437796,1,1,1
SFR,770629,6279684,1,1,1
Free,770633,6437738,0,1,1
SFR,770634,6279476,1,1,0
Bouygues,770641,6454087,1,1,1
Orange,770643,6454089,1,1,0
SFR,770645,6454088,1,1,1
